Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
WTA,2009,5,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Medina Garrigues A.,Coin J.,23.0,93.0,2172.0,752.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.5,2.45,1.571,2.25,1.533,2.375,1.6,2.28
WTA,2009,5,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Williams S.,Dulko G.,2.0,45.0,7932.0,1230.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.03,11.0,1.04,9.25,1.04,9.0,1.04,9.0,1.06,9.0
WTA,2009,5,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Pennetta F.,Moore J.,13.0,136.0,3240.0,467.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.05,10.0,1.07,7.19,1.071,7.5,1.071,7.0,1.05,9.5
WTA,2009,5,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Bondarenko A.,Bremond S.,34.0,96.0,1626.0,730.0,7.0,6.0,1.0,6.0,6.0,2.0,2.0,1.0,Completed,1.38,2.87,1.4,2.85,1.364,3.0,1.333,3.0,1.42,2.8
WTA,2009,5,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Kuznetsova S.,Malek T.,8.0,239.0,5190.0,224.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.1,6.5,1.1,6.75,1.1,6.5,1.1,6.5,1.09,7.0
WTA,2009,5,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Stosur S.,Lisicki S.,48.0,58.0,1188.0,1072.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.66,2.1,1.6,2.25,1.667,2.1,1.571,2.25,1.73,2.06
WTA,2009,5,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Peng S.,Karatantcheva S.,41.0,135.0,1410.0,468.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.5,2.5,1.45,2.6,1.44,2.62,1.444,2.625,1.53,2.46
WTA,2009,5,Melbourne,Australian Open,2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,3,Suarez Navarro C.,Williams V.,46.0,6.0,1222.0,6544.0,2.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,12.0,1.02,10.5,1.03,11,1.02,15.0,1.01,20.0,1.01
WTA,2009,5,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,3,Petrova N.,Voskoboeva G.,11.0,95.0,3882.0,736.0,6.0,1.0,,,,,1.0,0.0,Retired,1.1,6.5,1.13,5.5,1.111,6.0,1.1,6.5,1.12,5.85
WTA,2009,5,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,3,Safina D.,Kanepi K.,3.0,28.0,7754.0,1934.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.08,7.0,1.1,6.25,1.1,6.5,1.083,7.0,1.09,7.0
WTA,2009,5,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,3,Zvonareva V.,Errani S.,7.0,39.0,5744.0,1462.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.12,5.5,1.13,5.5,1.125,5.5,1.125,6.0,1.14,5.5
WTA,2009,5,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,3,Bartoli M.,Safarova L.,17.0,60.0,2820.0,1010.0,3.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,1.5,2.5,1.55,2.35,1.5,2.5,1.571,2.375,1.5,2.55
WTA,2009,5,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,3,Cornet A.,Hantuchova D.,16.0,21.0,3032.0,2372.0,4.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.44,2.62,1.4,2.85,1.4,2.75,1.444,2.75,1.38,2.95
WTA,2009,5,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,3,Jankovic J.,Sugiyama A.,1.0,26.0,9200.0,2050.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.05,9.0,1.07,7.19,1.05,8.5,1.05,9.0,1.07,8.0
WTA,2009,5,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,3,Dokic J.,Wozniacki C.,187.0,12.0,307.0,3350.0,3.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,4.33,1.2,4.55,1.18,4.5,1.167,4.0,1.2,4.1,1.22
WTA,2009,5,Melbourne,Australian Open,2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,3,Kleybanova A.,Ivanovic A.,31.0,5.0,1732.0,6732.0,7.0,5.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,4.5,1.16,4.35,1.19,4.5,1.167,4.333,1.2,4.0,1.23
WTA,2009,5,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,3,Medina Garrigues A.,Pennetta F.,23.0,13.0,2172.0,3240.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.62,1.44,2.53,1.48,2.75,1.4,2.625,1.5,2.55,1.5
WTA,2009,5,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,3,Suarez Navarro C.,Martinez-Sanchez M.J.,46.0,92.0,1222.0,754.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.0,1.35,3.1,1.364,3.0,1.364,3.0,1.33,3.2
WTA,2009,5,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Peng S.,2.0,41.0,7932.0,1410.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.04,10.0,1.05,8.5,1.05,8.5,1.05,9.0,1.06,9.0
WTA,2009,5,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,3,Zheng J.,Bondarenko K.,24.0,59.0,2108.0,1028.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.5,1.48,2.53,1.533,2.375,1.5,2.625,1.48,2.6
WTA,2009,5,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,3,Azarenka V.,Mauresmo A.,14.0,22.0,3066.0,2220.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.28,3.5,1.26,3.9,1.286,3.5,1.286,3.5,1.27,3.6
WTA,2009,5,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,3,Kuznetsova S.,Bondarenko A.,8.0,34.0,5190.0,1626.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.25,3.75,1.24,3.9
WTA,2009,5,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,3,Cibulkova D.,Razzano V.,19.0,56.0,2604.0,1124.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.16,4.5,1.17,4.67,1.167,4.5,1.2,4.333,1.18,4.7
WTA,2009,5,Melbourne,Australian Open,2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,3,Dementieva E.,Stosur S.,4.0,48.0,7596.0,1188.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.08,7.0,1.13,5.5,1.125,5.5,1.125,6.0,1.1,6.6
WTA,2009,5,Melbourne,Australian Open,2009-01-25,Grand Slam,Outdoor,Hard,4th Round,3,Bartoli M.,Jankovic J.,17.0,1.0,2820.0,9200.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,4.5,1.16,3.89,1.23,4,1.222,4.0,1.222,3.6,1.28
WTA,2009,5,Melbourne,Australian Open,2009-01-25,Grand Slam,Outdoor,Hard,4th Round,3,Safina D.,Cornet A.,3.0,16.0,7754.0,3032.0,6.0,2.0,2.0,6.0,7.0,5.0,2.0,1.0,Completed,1.16,4.5,1.2,4.25,1.167,4.5,1.25,3.75,1.16,5.0
WTA,2009,5,Melbourne,Australian Open,2009-01-25,Grand Slam,Outdoor,Hard,4th Round,3,Zvonareva V.,Petrova N.,7.0,11.0,5744.0,3882.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.45,1.533,2.375,1.533,2.5,1.54,2.45
WTA,2009,5,Melbourne,Australian Open,2009-01-25,Grand Slam,Outdoor,Hard,4th Round,3,Dokic J.,Kleybanova A.,187.0,31.0,307.0,1732.0,7.0,5.0,5.0,7.0,7.0,6.0,2.0,1.0,Completed,1.53,2.37,1.53,2.55,1.615,2.2,1.615,2.25,1.54,2.4
WTA,2009,5,Melbourne,Australian Open,2009-01-26,Grand Slam,Outdoor,Hard,4th Round,3,Suarez Navarro C.,Medina Garrigues A.,46.0,23.0,1222.0,2172.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.8,1.9,1.82,1.95,1.8,1.909,1.9,1.9,1.86,1.9
WTA,2009,5,Melbourne,Australian Open,2009-01-26,Grand Slam,Outdoor,Hard,4th Round,3,Dementieva E.,Cibulkova D.,4.0,19.0,7596.0,2604.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.4,1.35,3.1,1.364,3.0,1.333,3.25,1.3,3.4
WTA,2009,5,Melbourne,Australian Open,2009-01-26,Grand Slam,Outdoor,Hard,4th Round,3,Williams S.,Azarenka V.,2.0,14.0,7932.0,3066.0,3.0,6.0,4.0,2.0,,,0.0,1.0,Retired,1.4,2.75,1.4,2.85,1.444,2.625,1.4,2.875,1.42,2.78
WTA,2009,5,Melbourne,Australian Open,2009-01-26,Grand Slam,Outdoor,Hard,4th Round,3,Kuznetsova S.,Zheng J.,8.0,24.0,5190.0,2108.0,4.0,1.0,,,,,0.0,0.0,Retired,1.57,2.25,1.55,2.35,1.571,2.25,1.615,2.25,1.62,2.24
WTA,2009,5,Melbourne,Australian Open,2009-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,3,Zvonareva V.,Bartoli M.,7.0,17.0,5744.0,2820.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.33,3.4,1.35,3.1,1.333,3.25,1.3,3.4,1.35,3.1
WTA,2009,5,Melbourne,Australian Open,2009-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,3,Safina D.,Dokic J.,3.0,187.0,7754.0,307.0,6.0,4.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.25,4.0,1.25,3.7,1.25,3.75,1.222,4.0,1.25,3.8
WTA,2009,5,Melbourne,Australian Open,2009-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,3,Dementieva E.,Suarez Navarro C.,4.0,46.0,7596.0,1222.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.33,1.21,4.06,1.2,4.333,1.2,4.5,1.18,4.6
WTA,2009,5,Melbourne,Australian Open,2009-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,3,Williams S.,Kuznetsova S.,2.0,8.0,7932.0,5190.0,5.0,7.0,7.0,5.0,6.0,1.0,2.0,1.0,Completed,1.3,3.5,1.35,3.0,1.333,3.25,1.4,2.875,1.29,3.5
WTA,2009,5,Melbourne,Australian Open,2009-01-29,Grand Slam,Outdoor,Hard,Semifinals,3,Williams S.,Dementieva E.,2.0,4.0,7932.0,7596.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.2,1.66,2.2,1.65,2.1,1.667,2.0,1.8,2.12,1.7
WTA,2009,5,Melbourne,Australian Open,2009-01-29,Grand Slam,Outdoor,Hard,Semifinals,3,Safina D.,Zvonareva V.,3.0,7.0,7754.0,5744.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,2.62,1.5,2.6,1.48,2.5,1.5,2.625,1.5,2.46,1.53
WTA,2009,5,Melbourne,Australian Open,2009-01-31,Grand Slam,Outdoor,Hard,The Final,3,Williams S.,Safina D.,2.0,3.0,7932.0,7754.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.38,3.0,1.42,2.75,1.364,3.0,1.36,3.2,1.38,3.1
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Li N.,Domachowska M.,25.0,92.0,1834.0,702.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.16,4.5,1.19,4.45,1.167,4.5,1.143,5.0,1.2,4.4
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Bacsinszky T.,Loit E.,127.0,117.0,532.0,555.0,4.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,2.2,1.61,2.2,1.65,2.1,1.66,2.2,1.62,2.14,1.68
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Diatchenko V.,Johansson M.,153.0,68.0,412.0,904.0,2.0,6.0,6.0,2.0,7.0,6.0,2.0,1.0,Completed,2.37,1.53,2.4,1.53,2.2,1.615,2.1,1.667,2.35,1.57
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Ivanovic A.,Errani S.,8.0,44.0,4892.0,1373.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.1,6.5,1.14,5.0,1.12,5.5,1.143,5.0,1.14,5.5
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Pavlyuchenkova A.,Olaru I.,27.0,88.0,1730.0,728.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.286,3.5,1.333,3.0,1.29,3.5
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Coin J.,Llagostera Vives N.,70.0,89.0,902.0,728.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.61,2.4,1.55,2.1,1.667,2.1,1.67,2.14,1.68
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Benesova I.,Goerges J.,35.0,84.0,1592.0,761.0,7.0,5.0,4.0,1.0,,,1.0,0.0,Retired,1.8,1.9,1.85,1.9,1.8,1.909,1.833,1.833,1.84,1.92
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Vesnina E.,Bremond S.,49.0,93.0,1303.0,697.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.33,1.2,4.25,1.25,3.75,1.222,3.75,1.17,4.8
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Shvedova Y.,Kanepi K.,98.0,18.0,663.0,2355.0,7.0,6.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,2.37,1.53,2.65,1.45,2.375,1.533,,,2.52,1.5
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Petrova N.,Embree L.,11.0,628.0,3840.0,38.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.02,12.0,1.04,9.25,1.02,11.0,1.04,10.0,1.03,12.0
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Rus A.,Sanchez O.,142.0,223.0,449.0,248.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.3,3.4,1.28,3.46,1.3,3.4,1.25,3.5,1.3,3.4
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Dulko G.,Paszek T.,42.0,61.0,1389.0,979.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.0,1.25,3.9,1.222,4.0,1.2,4.0,1.2,4.35
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Barrois K.,Salerni M.E.,74.0,486.0,849.0,67.0,3.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,1.36,3.0,1.37,2.92,1.364,3.0,1.29,3.25,1.37,3.0
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Azarenka V.,Vinci R.,9.0,54.0,4526.0,1179.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5.0,1.15,5.2,1.143,5.0,1.17,4.5,1.15,5.2
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Kudryavtseva A.,Lepchenko V.,75.0,96.0,848.0,674.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.5,1.5,2.45,1.5,2.375,1.533,2.38,1.53,2.45,1.53
WTA,2009,26,Paris,French Open,2009-05-24,Grand Slam,Outdoor,Clay,1st Round,3,Groenefeld A.L.,Mauresmo A.,51.0,16.0,1255.0,2664.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,4.5,1.16,4.5,1.2,4,1.222,3.75,1.222,4.35,1.2
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Safina D.,Keothavong A.,1.0,48.0,9801.0,1315.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.02,12.0,1.03,12.0,1.03,10.0,1.04,9.0,1.03,12.0
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Rezai A.,Sugiyama A.,57.0,37.0,1045.0,1491.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.28,3.46,1.3,3.4,1.25,3.5,1.28,3.55
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Hercog P.,Kleybanova A.,167.0,23.0,369.0,1920.0,6.0,2.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,2.62,1.44,2.6,1.45,2.75,1.4,,,2.68,1.45
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Flipkens K.,Foretz S.,101.0,103.0,642.0,640.0,6.0,1.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,2.75,1.4,2.6,1.45,2.5,1.5,2.88,1.36,2.52,1.5
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Tanasugarn T.,Pin C.,52.0,110.0,1239.0,587.0,6.0,3.0,5.0,7.0,7.0,5.0,2.0,1.0,Completed,2.5,1.5,2.65,1.45,2.375,1.533,2.63,1.44,2.45,1.53
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Szavay A.,Dentoni C.,31.0,157.0,1649.0,404.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.08,7.0,1.1,6.75,1.125,5.5,1.14,5.0,1.11,6.2
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Williams V.,Mattek-Sands B.,3.0,45.0,7237.0,1357.0,6.0,1.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.04,10.0,1.07,7.19,1.05,8.5,1.05,8.0,1.06,8.75
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Zheng J.,Cohen Aloro S.,15.0,118.0,2745.0,550.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.7,1.222,4.0,1.2,4.0,1.23,4.0
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Suarez Navarro C.,Gallovits E.,22.0,86.0,1946.0,741.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.0,1.17,4.67,1.167,4.5,1.222,3.75,1.18,4.6
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Larcherde Brito M.,South M.,132.0,121.0,509.0,543.0,0.0,6.0,7.0,6.0,7.0,5.0,2.0,1.0,Completed,1.16,4.5,1.2,4.25,1.25,3.75,1.2,4.0,1.17,4.8
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Safarova L.,Lisicki S.,46.0,39.0,1324.0,1461.0,6.0,2.0,1.0,6.0,6.0,1.0,2.0,1.0,Completed,2.37,1.53,2.15,1.65,2.25,1.571,2.38,1.53,2.28,1.6
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Cibulkova D.,Bondarenko A.,19.0,28.0,2345.0,1720.0,6.0,4.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,2.25,1.57,2.1,1.7,2.1,1.667,2.0,1.73,2.22,1.63
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Hradecka L.,Meusburger Y.,67.0,130.0,926.0,513.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.75,1.47,2.55,1.444,2.625,1.44,2.63,1.41,2.82
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Sharapova M.,Yakimova A.,102.0,64.0,640.0,967.0,3.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,1.28,3.5,1.3,3.5,1.3,3.4,1.25,3.5,1.32,3.25
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Dominguez Lino L.,Zahlavova Strycova B..,87.0,79.0,735.0,798.0,6.0,1.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,1.57,2.25,1.7,2.1,1.667,2.1,1.62,2.2,1.65,2.18
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Govortsova O.,O'Brien K.,78.0,113.0,802.0,582.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.0,,,1.4,2.75,1.36,2.88,1.37,3.0
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Glatch A.,Pennetta F.,116.0,14.0,560.0,3135.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,7.5,1.07,5.5,1.13,6.5,1.1,6.0,1.1,7.0,1.09
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Koryttseva M.,Mayr P.,94.0,72.0,694.0,856.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.66,2.1,1.8,1.95,1.833,1.833,1.83,1.83,1.72,2.08
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Bartoli M.,Parmentier P.,13.0,77.0,3189.0,808.0,3.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,1.12,5.5,1.17,4.65,1.143,5.0,1.13,5.5,1.17,4.8
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Duque Marino M.,Chakvetadze A.,124.0,26.0,537.0,1806.0,3.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,5.0,1.14,3.89,1.23,4.5,1.167,4.0,1.2,4.35,1.2
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Craybas J.,Pironkova T.,97.0,69.0,667.0,904.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,2.5,1.5,2.3,1.6,2.5,1.5,2.25,1.571,2.38,1.55
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Amanmuradova A.,Pavlovic I.,131.0,249.0,510.0,204.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.4,2.75,1.45,2.6,1.364,3.0,1.33,3.0,1.38,2.95
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Rogowska O.,Kirilenko M.,256.0,47.0,194.0,1323.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,7.5,1.07,6.75,1.1,7,1.083,7.0,1.071,7.0,1.09
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Bondarenko K.,Schnyder P.,60.0,17.0,984.0,2607.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,3.75,1.25,3.35,1.3,3.5,1.286,3.25,1.29,3.55,1.28
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Groth J.,Laisne K.,73.0,312.0,853.0,146.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.12,5.5,,,1.2,4.333,1.2,4.0,1.2,4.35
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Radwanska A.,De Los Rios R.,12.0,105.0,3411.0,621.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.04,10.0,1.04,9.25,1.05,8.5,1.05,8.0,1.05,9.5
WTA,2009,26,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,3,Garbin T.,Morita A.,71.0,66.0,893.0,960.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.66,2.1,1.64,2.16,1.72,2.0,1.73,2.0,1.7,2.1
WTA,2009,26,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,3,Jankovic J.,Cetkovska P.,5.0,85.0,6720.0,743.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.03,11.0,1.05,8.5,1.04,9.0,1.04,9.0,1.03,11.5
WTA,2009,26,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,3,Wozniak A.,Niculescu M.,24.0,58.0,1854.0,1025.0,6.0,4.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,1.57,2.25,1.55,2.35,1.571,2.25,1.5,2.5,1.55,2.4
WTA,2009,26,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,3,Kuznetsova S.,Feuerstein C.,7.0,236.0,5091.0,228.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.01,15.0,1.03,10.5,1.015,13.0,1.03,10.0,1.02,15.0
WTA,2009,26,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,3,Bammer S.,Dechy N.,29.0,65.0,1689.0,962.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.66,2.1,1.7,2.05,1.8,1.909,1.8,1.909,1.75,2.02
WTA,2009,26,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,3,Czink M.,Sevastova A.,62.0,123.0,972.0,538.0,3.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.53,2.37,1.55,2.4,1.533,2.375,1.5,2.5,1.57,2.34
WTA,2009,26,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,3,Martic P.,Santangelo M.,196.0,109.0,290.0,588.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.5,1.45,2.6,1.571,2.25,1.615,2.2,1.59,2.3
WTA,2009,26,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,3,Rybarikova M.,Mladenovic K.,53.0,338.0,1179.0,128.0,6.0,1.0,2.0,6.0,7.0,6.0,2.0,1.0,Completed,1.44,2.62,1.4,2.85,1.4,2.75,1.44,2.63,1.44,2.7
