Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Luczak P.,31,152.0,,,7.0,6.0,4,6,6,3,4.0,6.0,6.0,0.0,3.0,2.0,Completed,1.1,6.5,1.1,6.5,1.07,7.19,1.1,4.5,1.121,7.25
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Luzzi F.,155,214.0,,,6.0,1.0,3,6,6,1,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.36,3.0,1.3,3.4,1.25,3.75,1.4,2.3,1.369,3.31
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Zib T.,Wang Y.T.,101,185.0,,,7.0,6.0,6,2,6,4,,,,,3.0,0.0,Completed,1.36,2.87,1.3,3.4,1.32,3.22,1.35,2.5,1.392,3.2
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Phau B.,Costa A.,123,46.0,,,6.0,3.0,7,6,6,3,,,,,3.0,0.0,Completed,3.39,1.3,3.0,1.37,2.92,1.37,2.7,1.3,3.14,1.402
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Mirnyi M.,66,44.0,,,6.0,4.0,5,7,6,4,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.37,1.53,2.35,1.57,2.35,1.55,2.3,1.4,2.53,1.578
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Soderling R.,27,35.0,,,6.0,4.0,6,2,1,0,,,,,2.0,0.0,Retired,1.57,2.25,1.5,2.55,1.56,2.34,1.55,2.0,1.585,2.51
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Hernandez O.,29,82.0,,,6.0,3.0,6,2,6,1,,,,,3.0,0.0,Completed,1.06,8.0,,,1.1,6.75,1.15,3.8,1.111,7.8
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Horna L.,22,39.0,,,6.0,4.0,6,3,6,3,,,,,3.0,0.0,Completed,1.28,3.5,1.25,3.85,1.2,4.25,1.2,3.3,1.286,3.95
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Gaudio G.,Gimelstob J.,10,144.0,,,7.0,6.0,6,4,6,3,,,,,3.0,0.0,Completed,1.5,2.5,1.55,2.4,1.56,2.34,1.45,2.2,1.571,2.55
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Wessels P.,Lu Y.H.,91,84.0,,,6.0,3.0,6,4,6,4,,,,,3.0,0.0,Completed,1.83,1.83,1.93,1.83,1.95,1.8,1.7,1.8,1.943,1.877
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Bracciali D.,120,149.0,,,7.0,6.0,7,6,3,6,6.0,1.0,,,3.0,1.0,Completed,1.5,2.5,1.5,2.55,1.5,2.55,1.6,1.9,1.546,2.63
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Suzuki T.,Gambill J.M.,203,90.0,,,6.0,4.0,6,3,6,3,,,,,3.0,0.0,Completed,2.0,1.72,1.93,1.83,1.87,1.87,2.1,1.5,2.02,1.82
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Santoro F.,1,49.0,,,6.0,1.0,6,1,6,2,,,,,3.0,0.0,Completed,1.01,15.0,1.03,11.0,1.02,11.5,1.02,6.0,1.029,23.0
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Draper S.,13,,,,5.0,7.0,6,2,6,4,6.0,2.0,,,3.0,1.0,Completed,1.08,7.0,1.08,7.25,1.05,7.75,1.05,5.0,1.108,8.0
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Starace P.,28,69.0,,,1.0,6.0,6,2,7,5,6.0,4.0,,,3.0,1.0,Completed,1.19,4.0,1.25,3.75,1.28,3.46,1.15,3.8,1.245,4.43
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Monaco J.,37,81.0,,,2.0,6.0,6,0,6,4,4.0,6.0,9.0,7.0,3.0,2.0,Completed,1.14,5.0,1.16,5.0,1.24,3.81,1.15,3.8,1.215,4.8
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ulihrach B.,Karlovic I.,95,60.0,,,6.0,3.0,6,7,7,5,6.0,2.0,,,3.0,1.0,Completed,2.62,1.44,,,2.92,1.37,2.2,1.45,2.69,1.529
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Kindlmann D.,8,173.0,,,6.0,4.0,6,3,6,0,,,,,3.0,0.0,Completed,1.02,11.0,1.04,9.0,1.04,9.25,1.05,5.0,15.0,1.05
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Johansson J.,Schalken S.,11,61.0,,,7.0,6.0,6,2,6,3,,,,,3.0,0.0,Completed,1.14,5.0,1.12,6.0,1.15,5.2,1.15,3.8,1.15,6.0
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Sanchez D.,79,74.0,,,7.0,6.0,4,6,1,6,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.3,3.39,,,1.4,2.85,1.4,2.3,1.388,3.23
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Patience O.,40,117.0,,,7.0,6.0,6,3,6,2,,,,,3.0,0.0,Completed,1.61,2.2,1.67,2.15,1.7,2.08,1.5,2.1,1.741,2.15
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Serra F.,30,204.0,,,7.0,5.0,6,2,6,4,,,,,3.0,0.0,Completed,1.1,6.5,1.1,6.5,1.15,5.2,1.15,3.8,1.131,6.85
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tabara M.,Enqvist T.,83,67.0,,,3.0,6.0,6,2,6,3,6.0,3.0,,,3.0,1.0,Completed,2.75,1.39,2.7,1.45,2.6,1.45,2.2,1.45,2.7,1.526
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Ginepri R.,219,57.0,,,1.0,6.0,6,3,6,4,7.0,6.0,,,3.0,1.0,Completed,2.25,1.57,2.15,1.67,2.12,1.67,2.2,1.45,2.25,1.69
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kim K.,Lee H.T.,86,58.0,,,3.0,6.0,6,4,6,3,3.0,6.0,6.0,1.0,3.0,2.0,Completed,2.75,1.39,2.7,1.45,2.85,1.4,2.5,1.35,3.1,1.408
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Moya C.,106,5.0,,,7.0,5.0,6,3,3,6,6.0,3.0,,,3.0,1.0,Completed,6.5,1.1,6.0,1.12,6.75,1.1,3.8,1.15,6.7,1.133
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Baccanello P.,23,310.0,,,7.0,5.0,7,5,6,2,,,,,3.0,0.0,Completed,1.1,6.5,1.1,6.5,1.1,6.23,1.1,4.5,1.125,7.05
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Beck K.,Reid T.,42,175.0,,,6.0,2.0,6,2,6,1,,,,,3.0,0.0,Completed,1.36,3.0,1.4,2.85,1.32,3.22,1.35,2.5,1.375,3.27
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Kiefer N.,53,21.0,,,7.0,5.0,2,6,3,6,6.0,2.0,6.0,3.0,3.0,2.0,Completed,2.0,1.72,2.1,1.7,2.17,1.64,1.85,1.65,2.13,1.752
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Sanguinetti D.,87,114.0,,,3.0,6.0,6,4,6,3,6.0,2.0,,,3.0,1.0,Completed,1.5,2.5,1.5,2.55,1.45,2.6,1.55,2.0,1.568,2.56
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Malisse X.,17,47.0,,,6.0,3.0,6,2,6,3,,,,,3.0,0.0,Completed,1.36,2.87,1.35,3.1,1.32,3.22,1.35,2.5,1.356,3.41
ATP,2005,6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Djokovic N.,4,188.0,,,6.0,0.0,6,2,6,1,,,,,3.0,0.0,Completed,1.07,7.5,1.12,5.85,1.1,6.75,1.1,4.5,1.138,6.5
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Guccione C.,12,302.0,,,6.0,4.0,6,2,7,6,,,,,3.0,0.0,Completed,1.1,6.5,1.1,6.5,1.1,6.25,1.1,4.5,1.089,9.2
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Arthurs W.,24,99.0,,,6.0,4.0,7,6,7,6,,,,,3.0,0.0,Completed,1.28,3.5,1.3,3.4,1.32,3.22,1.3,2.7,1.323,3.65
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Coria G.,Berdych T.,6,43.0,,,6.0,2.0,6,4,6,0,,,,,3.0,0.0,Completed,1.36,3.0,1.35,3.1,1.34,3.12,1.3,2.7,1.4,3.15
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Haehnel J.,15,89.0,,,6.0,2.0,6,2,7,5,,,,,3.0,0.0,Completed,1.22,4.0,1.22,4.1,1.28,3.46,1.2,3.3,1.299,3.84
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Rusedski G.,Bjorkman J.,48,73.0,,,2.0,6.0,6,4,6,0,7.0,6.0,,,3.0,1.0,Completed,1.39,2.75,1.37,3.0,1.37,2.92,1.4,2.3,1.435,3.0
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Reynolds B.,Almagro N.,283,100.0,,,5.0,7.0,6,4,7,6,7.0,6.0,,,3.0,1.0,Completed,2.0,1.72,1.93,1.83,1.87,1.87,2.1,1.5,1.855,1.971
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Llodra M.,14,51.0,,,6.0,3.0,6,4,6,3,,,,,3.0,0.0,Completed,1.39,2.75,1.45,2.7,1.45,2.6,1.3,2.7,1.5,2.75
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Muller G.,36,70.0,,,6.0,3.0,6,0,6,4,,,,,3.0,0.0,Completed,1.5,2.5,1.6,2.3,1.64,2.17,1.45,2.2,1.581,2.52
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Spadea V.,32,20.0,,,6.0,3.0,5,7,4,6,7.0,5.0,6.0,3.0,3.0,2.0,Completed,1.83,1.83,1.7,2.1,1.83,1.91,1.65,1.85,1.763,2.11
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Lisnard J.R.,March O.,142,,,,5.0,7.0,5,7,6,0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,1.44,2.62,1.4,2.85,1.4,2.85,1.45,2.2,1.444,2.95
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Pavel A.,Mutis O.,18,108.0,,,6.0,4.0,6,4,6,0,,,,,3.0,0.0,Completed,1.12,5.5,1.12,5.5,1.15,5.2,1.1,4.5,1.148,6.1
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Hernych J.,Mantilla F.,72,119.0,,,6.0,4.0,6,7,6,1,6.0,0.0,,,3.0,1.0,Completed,1.36,3.0,1.35,3.1,1.37,2.92,1.4,2.3,1.333,3.55
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Burgsmuller L.,52,98.0,,,7.0,6.0,6,1,6,2,,,,,3.0,0.0,Completed,1.3,3.39,1.28,3.55,1.25,3.67,1.3,2.7,1.352,3.44
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Mello R.,Martin A.,59,68.0,,,6.0,3.0,6,3,7,6,,,,,3.0,0.0,Completed,1.5,2.5,1.48,2.6,1.45,2.6,1.5,2.1,1.444,2.95
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Acasuso J.,16,63.0,,,3.0,6.0,3,6,6,3,6.0,3.0,7.0,5.0,3.0,2.0,Completed,1.12,5.5,1.14,5.4,1.15,5.2,1.15,3.8,1.124,7.16
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Benneteau J.,56,65.0,,,6.0,0.0,6,4,6,2,,,,,3.0,0.0,Completed,1.36,3.0,1.37,3.0,1.35,3.1,1.35,2.5,1.412,3.08
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Karanusic R.,26,150.0,,,6.0,2.0,7,5,6,2,,,,,3.0,0.0,Completed,1.16,4.5,1.22,4.15,1.2,4.25,1.2,3.3,1.163,5.73
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Labadze I.,2,75.0,,,7.0,5.0,6,2,6,1,,,,,3.0,0.0,Completed,1.01,13.0,1.03,11.0,1.02,11.5,1.02,6.0,1.029,23.5
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Ferrer D.,9,50.0,,,7.0,6.0,4,6,4,6,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.11,6.0,1.14,5.4,1.15,5.2,1.1,4.5,1.14,6.45
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Ventura S.,Calatrava A.,97,78.0,,,3.0,6.0,6,3,6,4,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.44,2.62,,,1.5,2.45,1.4,2.3,1.41,3.09
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,van Gemerden M.,33,270.0,,,2.0,6.0,6,3,6,4,6.0,4.0,,,3.0,1.0,Completed,1.16,4.5,1.18,4.5,1.2,4.25,1.15,3.8,1.244,4.45
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Carlsen K.,102,80.0,,,7.0,6.0,6,2,6,1,,,,,3.0,0.0,Completed,2.0,1.72,1.85,1.9,2.0,1.75,1.8,1.7,1.962,1.862
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Rochus C.,Montanes A.,115,96.0,,,6.0,2.0,6,3,6,3,,,,,3.0,0.0,Completed,1.25,3.75,1.25,3.75,1.26,3.59,1.25,3.0,1.287,3.99
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Carraz G.,Mathieu P.H.,103,113.0,,,6.0,4.0,5,7,7,5,7.0,6.0,,,3.0,1.0,Completed,2.5,1.5,2.85,1.4,2.45,1.5,2.3,1.4,3.12,1.405
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Healey N.,Saretta F.,343,110.0,,,4.0,6.0,4,6,6,1,5.0,0.0,,,1.0,2.0,Retired,3.25,1.33,2.8,1.42,3.1,1.35,3.0,1.25,3.05,1.417
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Sluiter R.,34,85.0,,,3.0,3.0,,,,,,,,,0.0,0.0,Retired,1.44,2.62,1.45,2.7,1.48,2.53,1.4,2.3,1.444,2.95
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Hanescu V.,Volandri F.,88,41.0,,,6.0,3.0,6,4,7,6,,,,,3.0,0.0,Completed,2.25,1.57,1.43,2.45,2.53,1.48,2.2,1.45,2.86,1.474
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Mayer F.,94,38.0,,,6.0,1.0,6,2,6,0,,,,,3.0,0.0,Completed,1.83,1.83,1.88,1.88,1.8,1.95,1.75,1.75,1.943,1.877
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Zabaleta M.,Kimmich M.,54,300.0,,,6.0,4.0,6,2,6,7,6.0,3.0,,,3.0,1.0,Completed,1.16,4.5,1.28,3.55,1.26,3.59,1.1,4.5,1.277,4.06
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Massu N.,Dupuis A.,19,76.0,,,6.0,7.0,7,6,6,3,6.0,2.0,,,3.0,1.0,Completed,1.28,3.5,1.25,3.75,1.3,3.35,1.2,3.3,1.333,3.55
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Henman T.,Saulnier C.,7,55.0,,,6.0,1.0,6,2,4,6,6.0,3.0,,,3.0,1.0,Completed,1.19,4.33,1.2,4.4,1.25,3.75,1.2,3.3,1.258,4.28
ATP,2005,6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Clement A.,3,111.0,,,6.0,3.0,6,4,6,1,,,,,3.0,0.0,Completed,1.03,10.0,1.05,9.0,1.05,8.5,1.05,5.0,1.038,18.46
ATP,2005,6,Melbourne,Australian Open,2005-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Beck K.,Haas T.,42,17.0,,,5.0,7.0,2,6,6,2,7.0,6.0,6.0,3.0,3.0,2.0,Completed,5.5,1.12,5.45,1.14,4.92,1.15,3.8,1.15,6.85,1.131
ATP,2005,6,Melbourne,Australian Open,2005-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Zib T.,13,101.0,,,6.0,4.0,2,6,6,2,6.0,4.0,,,3.0,1.0,Completed,1.44,2.62,1.55,2.4,1.45,2.65,1.5,2.1,1.559,2.59
ATP,2005,6,Melbourne,Australian Open,2005-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Gaudio G.,Fish M.,10,37.0,,,2.0,6.0,6,4,7,5,7.0,6.0,,,3.0,1.0,Completed,2.25,1.57,2.15,1.67,2.15,1.65,2.0,1.55,2.12,1.758
ATP,2005,6,Melbourne,Australian Open,2005-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Kim K.,Garcia-Lopez G.,86,106.0,,,6.0,2.0,6,4,6,2,,,,,3.0,0.0,Completed,2.75,1.39,3.0,1.37,3.35,1.3,2.3,1.4,3.34,1.365
