Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Kafelnikov Y.,Mamiit C.,7,112,7.0,6.0,3.0,6.0,6.0,3.0,7.0,6.0,,,3,1,Completed,1.06,7.0,1.07,5.65,1.1,4.5,1.1,6.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Kuerten G.,Calleri A.,1,74,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,1.1,5.75,1.1,5.15,1.1,4.5,1.1,6.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Larsson M.,Arazi H.,493,27,6.0,4.0,3.0,6.0,2.0,6.0,6.0,3.0,6.0,4.0,3,2,Completed,2.6,1.45,2.75,1.32,2.7,1.3,2.75,1.4
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Malisse X.,Pless K.,63,118,4.0,0.0,,,,,,,,,0,0,Retired,1.4,2.75,1.37,2.55,1.4,2.3,1.4,2.75
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Meligeni F.,Lapentti N.,99,26,6.0,0.0,6.0,1.0,6.0,3.0,,,,,3,0,Completed,3.25,1.3,2.85,1.3,2.5,1.35,3.0,1.333
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Montanes A.,Stoliarov A.,124,98,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,1.3,3.25,1.28,3.0,1.3,2.7,1.286,3.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Novak J.,Pioline C.,55,53,2.0,6.0,6.0,4.0,6.0,2.0,7.0,5.0,,,3,1,Completed,2.5,1.48,2.23,1.52,2.2,1.45,2.375,1.533
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Robredo T.,Lisnard J.,83,205,6.0,3.0,6.0,3.0,6.0,0.0,,,,,3,0,Completed,1.25,3.6,1.27,3.0,1.25,3.0,1.25,3.5
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Rochus O.,Hrbaty D.,70,21,2.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,,,3,1,Completed,2.85,1.38,2.33,1.47,2.1,1.5,2.625,1.444
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Roddick A.,Chang M.,48,35,5.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,7.0,5.0,3,2,Completed,1.28,3.45,1.35,2.7,1.3,2.7,1.286,3.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Russell M.,Bruguera S.,122,65,4.0,6.0,5.0,7.0,6.0,3.0,,,,,1,2,Retired,2.7,1.42,2.7,1.35,2.5,1.35,3.0,1.333
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Safin M.,Calatrava A.,2,47,6.0,3.0,3.0,6.0,6.0,3.0,6.0,7.0,6.0,3.0,3,2,Completed,1.35,3.0,1.35,2.6,1.5,2.1,1.4,2.75
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Sanchez D.,Moya C.,89,24,1.0,6.0,6.0,1.0,7.0,6.0,6.0,7.0,6.0,2.0,3,2,Completed,5.5,1.12,4.0,1.15,4.5,1.1,5.5,1.125
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Santoro F.,Rusedski G.,43,49,6.0,1.0,6.0,7.0,6.0,3.0,7.0,5.0,,,3,1,Completed,1.62,2.2,1.55,2.1,1.45,2.2,1.571,2.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Squillari F.,Vinciguerra A.,16,38,2.0,6.0,6.0,3.0,6.0,3.0,6.0,1.0,,,3,1,Completed,1.5,2.45,1.47,2.25,1.4,2.3,1.615,2.2
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Ulihrach B.,Puerta M.,45,93,2.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,,,3,1,Completed,1.75,2.0,1.75,1.85,1.75,1.75,1.727,2.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Agassi A.,Meligeni F.,3,99,6.0,3.0,2.0,6.0,6.0,1.0,6.0,3.0,,,3,1,Completed,1.13,5.0,1.15,4.0,1.2,3.2,1.143,5.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Arthurs W.,Coutelot N.,59,184,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,,,3,1,Completed,1.6,2.2,1.5,2.2,1.45,2.2,1.667,2.1
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Blanco G.,Burgsmuller L.,76,92,7.0,5.0,6.0,2.0,6.0,3.0,,,,,3,0,Completed,1.33,3.0,1.35,2.65,1.3,2.7,1.333,3.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Canas G.,Henman T.,82,11,4.0,6.0,6.0,4.0,6.0,4.0,3.0,6.0,7.0,5.0,3,2,Completed,1.85,1.9,2.05,1.6,1.9,1.6,2.0,1.727
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Corretja A.,Larsson M.,13,493,6.0,0.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,1.25,3.6,1.17,3.75,1.2,3.2,1.2,4.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Enqvist T.,Novak J.,14,55,6.0,2.0,6.0,3.0,6.0,7.0,2.0,6.0,8.0,6.0,3,2,Completed,1.7,2.05,1.63,2.03,1.55,2.0,1.667,2.1
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Federer R.,Sanchez D.,18,89,6.0,4.0,6.0,3.0,1.0,6.0,6.0,3.0,,,3,1,Completed,1.57,2.25,1.5,2.2,1.5,2.1,1.571,2.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Ferrero J.C.,Diaz J.,4,79,6.0,1.0,6.0,7.0,6.0,1.0,6.0,2.0,,,3,1,Completed,1.08,7.0,1.08,5.45,1.05,5.0,1.083,7.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Grosjean S.,Dupuis A.,10,75,6.0,4.0,2.0,6.0,3.0,6.0,6.0,4.0,6.0,2.0,3,2,Completed,1.3,3.25,1.35,2.65,1.35,2.5,1.364,2.875
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Hewitt L.,Roddick A.,6,48,6.0,7.0,6.0,4.0,2.0,2.0,,,,,1,1,Retired,1.3,3.2,1.32,2.85,1.3,2.7,1.364,2.875
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Kafelnikov Y.,Rochus O.,7,70,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3,0,Completed,1.28,3.4,1.18,3.9,1.2,3.2,1.3,3.2
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Kuerten G.,Alami K.,1,109,6.0,3.0,6.0,7.0,7.0,6.0,6.0,2.0,,,3,1,Completed,1.08,7.0,1.06,6.2,1.05,5.0,1.1,6.5
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Robredo T.,Ulihrach B.,83,45,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,2.05,1.7,2.17,1.54,2.1,1.5,2.25,1.571
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Russell M.,Malisse X.,122,63,3.0,6.0,6.0,4.0,6.0,1.0,1.0,6.0,6.0,4.0,3,2,Completed,3.2,1.3,2.8,1.3,2.7,1.3,3.0,1.333
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Santoro F.,Safin M.,43,2,6.0,4.0,6.0,4.0,4.0,6.0,0.0,6.0,6.0,1.0,3,2,Completed,2.15,1.65,2.2,1.5,1.9,1.6,2.2,1.615
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Squillari F.,Montanes A.,16,124,6.0,3.0,6.0,3.0,5.0,7.0,6.0,3.0,,,3,1,Completed,1.45,2.6,1.4,2.45,1.35,2.5,1.4,2.75
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Agassi A.,Squillari F.,3,16,4.0,6.0,6.0,2.0,6.0,4.0,1.0,6.0,6.0,0.0,3,2,Completed,1.28,3.4,1.22,3.5,1.2,3.2,1.2,4.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Corretja A.,Santoro F.,13,43,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,1.27,3.45,1.3,2.85,1.25,3.0,1.286,3.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Arthurs W.,18,59,3.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3,1,Completed,1.3,3.3,1.35,2.65,1.35,2.5,1.286,3.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Ferrero J.C.,Enqvist T.,4,14,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed,1.18,4.5,1.2,3.5,1.2,3.2,1.167,4.5
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Grosjean S.,Blanco G.,10,76,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3,0,Completed,1.53,2.4,1.41,2.45,1.4,2.3,1.571,2.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Hewitt L.,Canas G.,6,82,3.0,6.0,6.0,7.0,6.0,2.0,6.0,3.0,6.0,3.0,3,2,Completed,1.35,3.0,1.3,2.85,1.3,2.7,1.25,3.5
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Kafelnikov Y.,Robredo T.,7,83,6.0,3.0,6.0,4.0,1.0,6.0,6.0,4.0,,,3,1,Completed,1.53,2.4,1.4,2.55,1.45,2.2,1.5,2.5
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Kuerten G.,Russell M.,1,122,3.0,6.0,4.0,6.0,7.0,6.0,6.0,3.0,6.0,1.0,3,2,Completed,1.05,8.5,1.03,7.0,1.05,5.0,1.063,8.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Quarterfinals,5,Corretja A.,Federer R.,13,18,7.0,5.0,6.0,4.0,7.0,5.0,,,,,3,0,Completed,1.28,3.5,1.05,5.75,1.25,3.0,1.364,3.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ferrero J.C.,Hewitt L.,4,6,6.0,4.0,6.0,2.0,6.0,1.0,,,,,3,0,Completed,1.3,3.25,1.4,2.5,1.3,2.7,1.333,3.2
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Quarterfinals,5,Grosjean S.,Agassi A.,10,3,1.0,6.0,6.0,1.0,6.0,1.0,6.0,3.0,,,3,1,Completed,3.4,1.3,2.85,1.3,3.0,1.25,3.25,1.286
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Quarterfinals,5,Kuerten G.,Kafelnikov Y.,1,7,6.0,1.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3,1,Completed,1.5,2.45,1.3,2.3,1.45,2.2,1.444,2.625
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Semifinals,5,Corretja A.,Grosjean S.,13,10,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,1.65,2.2,,,1.5,2.1,1.571,2.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Semifinals,5,Kuerten G.,Ferrero J.C.,1,4,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3,0,Completed,2.1,1.7,,,1.9,1.6,2.0,1.727
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,The Final,5,Kuerten G.,Corretja A.,1,13,6.0,7.0,7.0,5.0,6.0,2.0,6.0,0.0,,,3,1,Completed,1.28,3.5,1.1,5.0,1.25,3.0,1.286,3.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Agassi A.,Wessels P.,2,93,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,1.18,4.25,1.2,3.5,1.15,3.8,1.167,4.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Arazi H.,Sanchez D.,27,86,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3,0,Completed,1.25,3.65,1.25,3.15,1.2,3.2,,
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Bjorkman J.,Burgsmuller L.,41,70,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,1.28,3.4,1.32,2.8,1.3,2.7,1.364,2.875
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Black B.,Martin A.,76,36,6.0,1.0,6.0,1.0,6.0,0.0,,,,,3,0,Completed,1.28,3.5,1.15,4.0,1.15,3.8,1.286,3.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Black W.,Haas T.,149,21,6.0,4.0,5.0,7.0,6.0,1.0,3.0,0.0,,,2,1,Retired,4.5,1.18,3.4,1.22,3.0,1.25,3.5,1.25
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Bryan B.,Ulihrach B.,157,44,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3,0,Completed,1.3,3.25,1.37,2.57,1.3,2.7,1.333,3.0
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Canas G.,Gaudio G.,49,39,1.0,6.0,6.0,1.0,3.0,6.0,6.0,2.0,7.0,5.0,3,2,Completed,1.25,3.75,1.3,2.9,1.25,3.0,1.3,3.2
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Carlsen K.,Balcells J.,1013,62,7.0,5.0,7.0,6.0,7.0,6.0,,,,,3,0,Completed,2.05,1.72,1.82,1.75,1.75,1.75,2.1,1.667
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Chang M.,Vanek J.,48,94,6.0,2.0,6.0,2.0,6.0,7.0,4.0,6.0,6.0,2.0,3,2,Completed,1.35,3.1,1.25,3.1,1.25,3.0,1.333,3.0
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Clement A.,Knippschild J.,12,96,7.0,6.0,5.0,7.0,6.0,1.0,6.0,3.0,,,3,1,Completed,1.85,1.9,1.65,1.95,1.55,2.0,1.833,1.833
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Cowan B.,Hilton M.,265,383,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3,0,Completed,1.42,2.65,1.45,2.3,1.4,2.3,,
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Delgado J.,Medvedev A.,182,119,6.0,2.0,6.0,4.0,7.0,5.0,,,,,3,0,Completed,1.9,1.85,1.9,1.67,1.85,1.65,2.0,1.727
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Dent T.,Bruguera S.,143,61,6.0,0.0,6.0,1.0,6.0,4.0,,,,,3,0,Completed,1.22,4.0,1.24,3.2,1.2,3.2,,
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Dosedel S.,Vacek J.,102,142,7.0,5.0,6.0,1.0,1.0,6.0,7.0,6.0,,,3,1,Completed,,,,,,,,
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Dupuis A.,Mamiit C.,69,111,6.0,4.0,5.0,7.0,6.0,7.0,6.0,3.0,6.0,1.0,3,2,Completed,1.67,2.1,1.67,1.95,1.75,1.75,1.667,2.1
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,El Aynaoui Y.,Kempes E.,82,113,7.0,6.0,5.0,7.0,3.0,6.0,6.0,3.0,12.0,10.0,3,2,Completed,1.6,2.2,1.55,2.1,1.45,2.2,1.571,2.25
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Enqvist T.,Damm M.,13,155,6.0,1.0,6.0,3.0,7.0,5.0,,,,,3,0,Completed,1.24,3.85,1.2,3.5,1.2,3.2,1.25,3.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Escude N.,Fish M.,38,171,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,1.38,2.85,1.2,3.5,1.2,3.2,,
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Rochus C.,15,83,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,1.1,6.0,1.1,4.6,1.05,5.0,1.143,5.0
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Ferrero J.C.,Milligan L.,4,522,6.0,0.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,,,1.4,2.45,1.45,2.2,,
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Grosjean S.,Kratochvil M.,8,73,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,1.28,3.35,1.25,3.1,1.25,3.0,1.364,2.875
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Derepasko A.,11,272,6.0,1.0,6.0,1.0,6.0,1.0,,,,,3,0,Completed,1.04,9.0,1.03,6.5,1.05,5.0,1.03,11.0
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Gustafsson M.,5,57,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed,1.06,7.75,1.03,6.5,1.05,5.0,1.071,7.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Huet S.,Hipfl M.,179,91,3.0,6.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,3.0,3,2,Completed,,,1.6,2.0,1.6,1.9,1.727,2.0
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Ivanisevic G.,Jonsson F.,125,197,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,1.36,2.95,1.35,2.6,1.35,2.5,1.4,2.75
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Johansson T.,Ilie A.,14,65,6.0,4.0,4.0,6.0,6.0,7.0,7.0,6.0,6.0,2.0,3,2,Completed,1.14,5.0,1.15,3.8,1.1,4.5,1.167,4.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Kafelnikov Y.,Yoon Y.,7,160,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed,1.06,7.5,1.04,6.5,1.05,5.0,1.071,7.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Kiefer N.,Calatrava A.,29,47,2.0,6.0,6.0,3.0,6.0,1.0,6.0,4.0,,,3,1,Completed,1.22,4.0,1.17,3.8,1.15,3.8,1.25,3.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Larsson M.,Rosset M.,280,75,6.0,4.0,3.0,6.0,6.0,3.0,1.0,6.0,6.0,2.0,3,2,Completed,1.75,2.0,1.82,1.75,1.75,1.75,1.833,1.833
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Lee M.,Pozzi G.,130,74,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3,0,Completed,2.65,1.42,2.25,1.5,2.0,1.55,2.625,1.444
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Malisse X.,Diaz J.,53,68,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,1.18,4.5,1.1,4.2,1.1,4.5,1.222,3.75
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Mantilla F.,Llodra M.,87,121,6.0,4.0,6.0,2.0,6.0,7.0,3.0,6.0,2.0,1.0,2,2,Retired,2.65,1.42,2.3,1.47,2.2,1.45,2.375,1.533
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Martin T.,Srichaphan P.,34,117,6.0,3.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3,1,Completed,1.38,2.75,1.3,2.8,1.4,2.3,,
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Massu N.,Childs L.,89,317,6.0,4.0,3.0,6.0,6.0,1.0,6.0,4.0,,,3,1,Completed,1.75,2.0,1.8,1.77,1.75,1.75,1.667,2.1
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Meligeni F.,Coria G.,95,26,6.0,4.0,3.0,6.0,0.0,6.0,6.0,4.0,6.0,3.0,3,2,Completed,2.05,1.7,1.82,1.75,1.8,1.7,2.1,1.667
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Mirnyi M.,Arthurs W.,51,45,7.0,5.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed,3.1,1.33,2.7,1.35,2.7,1.3,3.0,1.333
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Moya C.,Godwin N.,22,133,2.0,6.0,6.0,7.0,6.0,3.0,6.0,4.0,6.0,4.0,3,2,Completed,1.85,1.85,1.65,1.95,1.6,1.9,1.727,2.0
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Nestor D.,Blanco G.,154,60,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,1.25,3.75,1.25,3.1,1.25,3.0,1.286,3.25
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Novak J.,Vicente F.,42,58,6.0,1.0,6.0,4.0,6.0,3.0,,,,,3,0,Completed,1.5,2.5,1.4,2.45,1.35,2.5,1.5,2.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Paes L.,Elsner D.,284,150,6.0,0.0,6.0,1.0,3.0,6.0,7.0,5.0,,,3,1,Completed,1.28,3.4,1.3,2.8,1.25,3.0,,
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Parmar A.,Sa A.,211,115,7.0,6.0,6.0,7.0,6.0,4.0,4.0,6.0,8.0,6.0,3,2,Completed,1.77,1.95,1.82,1.75,1.8,1.7,1.8,1.909
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Pioline C.,Tabara M.,72,52,6.0,2.0,6.0,3.0,7.0,5.0,,,,,3,0,Completed,1.25,3.65,1.15,4.0,1.15,3.8,,
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Pless K.,Siemerink J.,100,88,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,2.75,1.4,2.45,1.4,2.2,1.45,2.75,1.4
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Prinosil D.,Lee H.T.,46,64,6.0,7.0,6.0,2.0,6.0,4.0,6.0,4.0,,,3,1,Completed,1.33,3.1,1.32,2.75,1.3,2.7,1.333,3.0
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Puentes G.,Puerta M.,99,104,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3,0,Completed,,,2.1,1.55,2.2,1.45,,
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Rafter P.,Vacek D.,10,934,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed,1.06,8.0,1.03,6.5,1.05,5.0,1.063,8.0
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Robredo T.,Levy H.,59,30,7.0,6.0,6.0,5.0,,,,,,,1,0,Retired,2.4,1.55,2.2,1.5,2.1,1.5,2.5,1.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,Calleri A.,63,80,6.0,7.0,6.0,3.0,6.0,3.0,6.0,3.0,,,3,1,Completed,1.57,2.25,1.5,2.25,1.45,2.2,,
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Roddick A.,Heuberger I.,33,137,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed,1.25,3.65,1.15,4.0,1.15,3.8,1.143,5.0
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Rusedski G.,Pavel A.,40,43,7.0,6.0,6.0,7.0,7.0,6.0,6.0,2.0,,,3,1,Completed,1.28,3.4,1.25,3.1,1.2,3.2,1.25,3.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Safin M.,Knowle J.,3,164,6.0,2.0,7.0,5.0,5.0,7.0,6.0,3.0,,,3,1,Completed,1.25,3.65,1.15,4.0,1.15,3.8,1.167,4.5
ATP,2001,38,London,Wimbledon,2001-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Sampras P.,Clavet F.,6,56,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3,0,Completed,1.02,11.0,1.03,6.5,1.02,6.0,1.04,10.0
