Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Petzschner P.,Zverev M.,55,45.0,1045,1170.0,4.0,6.0,7.0,6.0,3.0,6.0,7.0,6.0,6.0,0.0,3.0,2.0,Completed,2.5,1.5,2.35,1.55,2.25,1.571,2.25,1.57,2.27,1.6
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Roddick A.,Kunitsyn I.,6,39.0,4310,1236.0,6.0,4.0,6.0,2.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.01,15.0,1.03,10.5,1.02,11.0,1.03,10.0,1.02,15.0
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Seppi A.,Gicquel M.,50,59.0,1090,1005.0,7.0,5.0,6.0,4.0,6.0,7.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,1.53,2.37,1.65,2.2,1.571,2.25,1.22,3.75,1.55,2.38
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrero J.C.,Santoro F.,70,37.0,894,1285.0,6.0,7.0,6.0,3.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.0,1.4,2.8,1.4,2.75,1.4,2.75,1.42,2.76
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrer D.,Fognini F.,21,66.0,1900,925.0,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.08,7.0,1.1,6.25,1.111,6.0,1.1,6.0,1.1,6.75
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Davydenko N.,Crivoi V.,11,87.0,2855,820.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,10.0,1.05,8.5,1.05,8.5,1.05,8.0,1.05,9.5
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Gonzalez F.,Mayer L.,10,64.0,3165,936.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.16,4.5,1.2,4.25,1.2,4.33,1.2,4.0,1.21,4.25
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Murray A.,Gulbis E.,3,74.0,9230,885.0,6.0,2.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.04,10.0,1.07,7.44,1.05,8.5,1.07,8.0,1.06,9.0
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Levine J.,Cuevas P.,133,125.0,553,611.0,6.0,2.0,6.0,1.0,4.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.38,2.87,1.45,2.6,1.4,2.75,1.36,2.88,1.42,2.78
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Wawrinka S.,Vassallo-Arguello M.,18,57.0,2195,1036.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,8.0,1.09,6.68,1.071,7.5,1.08,6.5,1.08,7.5
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Stepanek R.,Starace P.,23,80.0,1890,858.0,6.0,4.0,4.0,6.0,6.0,2.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.1,6.5,1.1,6.25,1.1,6.5,1.1,6.0,1.1,6.75
ATP,2009,36,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Troicki V.,Gimeno-Traver D.,31,98.0,1547,718.0,6.0,7.0,6.0,0.0,1.0,6.0,6.0,3.0,7.0,5.0,3.0,2.0,Completed,1.12,5.5,1.15,5.5,1.125,5.5,1.1,6.0,1.14,5.4
ATP,2009,36,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Soderling R.,Almagro N.,12,48.0,2825,1115.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,4.5,1.19,4.35,1.16,4.5,1.17,4.5,1.2,4.35
ATP,2009,36,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Kohlschreiber P.,2,32.0,10620,1540.0,6.0,3.0,6.0,2.0,6.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.01,15.0,1.02,14.0,1.02,11.0,1.01,17.0,1.02,15.0
ATP,2009,36,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Karlovic I.,Tsonga J.W.,36,9.0,1295,3510.0,7.0,6.0,6.0,7.0,7.0,5.0,7.0,6.0,,,3.0,1.0,Completed,2.5,1.5,2.35,1.57,2.5,1.5,2.5,1.5,2.4,1.55
ATP,2009,36,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Verdasco F.,Montanes A.,8,33.0,3620,1424.0,4.0,6.0,6.0,1.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.06,8.0,1.09,6.67,1.08,7.0,1.1,7.0,1.09,7.0
ATP,2009,36,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Sela D.,Robredo T.,46,15.0,1162,2580.0,7.0,6.0,7.0,5.0,2.0,6.0,7.0,5.0,,,3.0,1.0,Completed,2.0,1.72,1.95,1.8,2.1,1.667,2.2,1.615,2.04,1.74
ATP,2009,36,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Fish M.,4,25.0,7860,1735.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.25,3.75,1.3,3.3,1.25,3.75,1.2,4.0,1.28,3.55
ATP,2009,36,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Stepanek R.,Ferrer D.,23,21.0,1890,1900.0,7.0,5.0,7.0,5.0,3.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.0,1.72,1.95,1.85,2.1,1.667,2.0,1.73,1.92,1.84
ATP,2009,36,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Berdych T.,Davydenko N.,20,11.0,1910,2855.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.72,2.0,1.8,1.95,1.833,1.833,1.727,2.0,1.78,2.0
ATP,2009,36,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Andreev I.,Seppi A.,26,50.0,1700,1090.0,6.0,1.0,7.0,6.0,4.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.8,1.9,1.9,1.85,1.833,1.833,1.9,1.9,1.85,1.9
ATP,2009,36,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Hewitt L.,Petzschner P.,56,55.0,1040,1045.0,7.0,5.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.07,7.5,1.09,6.68,1.083,7.0,1.125,6.0,1.1,6.75
ATP,2009,36,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Wawrinka S.,Levine J.,18,133.0,2195,553.0,5.0,7.0,7.0,5.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.14,5.0,1.15,5.2,1.143,5.0,1.167,4.5,1.15,5.2
ATP,2009,36,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Roddick A.,Melzer J.,6,30.0,4310,1640.0,7.0,6.0,7.0,6.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.06,8.0,1.09,6.68,1.071,7.5,1.071,7.0,1.07,8.0
ATP,2009,36,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Haas T.,Cilic M.,34,13.0,1405,2710.0,7.0,5.0,7.0,5.0,1.0,6.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,1.66,2.1,1.57,2.3,1.61,2.2,1.67,2.1,1.65,2.2
ATP,2009,36,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Simon G.,Hanescu V.,7,28.0,3970,1651.0,6.0,2.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.66,2.1,1.8,1.95,1.667,2.1,1.667,2.1,1.78,2.0
ATP,2009,36,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Ferrero J.C.,Gonzalez F.,70,10.0,894,3165.0,4.0,6.0,7.0,5.0,6.0,4.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.62,1.44,2.35,1.55,2.62,1.44,2.5,1.5,2.6,1.48
ATP,2009,36,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Murray A.,Troicki V.,3,31.0,9230,1547.0,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.01,15.0,1.03,10.5,1.01,17.0,1.02,13.0,1.02,16.0
ATP,2009,36,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,5,Haas T.,Andreev I.,34,26.0,1405,1700.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.3,3.4,1.35,3.1,1.333,3.25,1.333,3.25,1.34,3.2
ATP,2009,36,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Soderling R.,2,12.0,10620,2825.0,6.0,4.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.04,10.0,1.04,9.25,1.04,9.0,1.04,10.0,1.06,10.0
ATP,2009,36,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,5,Karlovic I.,Verdasco F.,36,8.0,1295,3620.0,7.0,6.0,6.0,7.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.57,2.25,1.65,2.15,1.61,2.2,1.667,2.2,1.62,2.26
ATP,2009,36,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Sela D.,4,46.0,7860,1162.0,6.0,2.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.03,11.0,1.04,9.25,1.04,9.0,1.05,9.0,1.06,10.0
ATP,2009,36,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,5,Hewitt L.,Stepanek R.,56,23.0,1040,1890.0,4.0,6.0,2.0,6.0,6.0,1.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.22,4.0,1.27,3.7
ATP,2009,36,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,5,Ferrero J.C.,Simon G.,70,7.0,894,3970.0,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.66,2.1,1.65,2.15,1.66,2.1,1.73,2.1,1.67,2.15
ATP,2009,36,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,5,Roddick A.,Berdych T.,6,20.0,4310,1910.0,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.5,2.5,1.55,2.35,1.533,2.375,1.57,2.38,1.55,2.4
ATP,2009,36,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,5,Murray A.,Wawrinka S.,3,18.0,9230,2195.0,2.0,6.0,6.0,3.0,6.0,3.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,1.04,10.0,1.05,8.5,1.04,9.0,1.05,9.0,1.07,8.0
ATP,2009,36,London,Wimbledon,2009-07-01,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Karlovic I.,2,36.0,10620,1295.0,6.0,3.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,1.07,8.0,1.08,7.0,1.08,7.0,1.1,7.0,1.09,7.2
ATP,2009,36,London,Wimbledon,2009-07-01,Grand Slam,Outdoor,Grass,Quarterfinals,5,Haas T.,Djokovic N.,34,4.0,1405,7860.0,7.0,5.0,7.0,6.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,3.2,1.36,2.85,1.4,3.0,1.364,3.0,1.364,3.0,1.38
ATP,2009,36,London,Wimbledon,2009-07-01,Grand Slam,Outdoor,Grass,Quarterfinals,5,Murray A.,Ferrero J.C.,3,70.0,9230,894.0,7.0,5.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,7.5,1.11,5.84,1.071,7.5,1.1,7.0,1.12,6.2
ATP,2009,36,London,Wimbledon,2009-07-01,Grand Slam,Outdoor,Grass,Quarterfinals,5,Roddick A.,Hewitt L.,6,56.0,4310,1040.0,6.0,3.0,6.0,7.0,7.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.33,3.4,1.35,3.05,1.364,3.0,1.36,3.0,1.38,3.0
ATP,2009,36,London,Wimbledon,2009-07-03,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Haas T.,2,34.0,10620,1405.0,7.0,6.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.06,9.0,1.07,8.66,1.063,8.0,1.071,9.0,1.08,8.5
ATP,2009,36,London,Wimbledon,2009-07-03,Grand Slam,Outdoor,Grass,Semifinals,5,Roddick A.,Murray A.,6,3.0,4310,9230.0,6.0,4.0,4.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,3.5,1.3,3.44,1.3,3.5,1.286,3.25,1.33,3.5,1.3
ATP,2009,36,London,Wimbledon,2009-07-05,Grand Slam,Outdoor,Grass,The Final,5,Federer R.,Roddick A.,2,6.0,10620,4310.0,5.0,6.0,7.0,6.0,7.0,6.0,3.0,6.0,16.0,14.0,3.0,2.0,Completed,1.11,6.5,1.08,7.94,1.111,6.5,1.125,6.0,1.12,6.4
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Mathieu P.H.,60,27.0,870,1390.0,2.0,6.0,7.0,5.0,6.0,0.0,6.0,2.0,,,3.0,1.0,Completed,1.83,1.83,1.73,2.03,1.833,1.833,2.0,1.727,1.9,1.86
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Zverev M.,88,53.0,680,930.0,2.0,6.0,7.0,5.0,3.0,6.0,6.0,4.0,6.0,0.0,3.0,2.0,Completed,2.5,1.5,2.35,1.55,2.2,1.615,2.1,1.67,2.24,1.62
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Hernych J.,Schuettler R.,70,99.0,812,635.0,1.0,6.0,7.0,6.0,6.0,4.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,2.25,1.57,2.2,1.65,2.1,1.667,2.0,1.727,2.08,1.72
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Polansky P.,50,202.0,984,301.0,6.0,4.0,6.0,4.0,5.0,7.0,3.0,6.0,6.0,1.0,3.0,2.0,Completed,1.44,2.62,1.4,2.85,1.4,2.75,1.4,2.75,1.5,2.52
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Greul S.,Lapentti G.,65,182.0,836,341.0,6.0,3.0,4.0,6.0,3.0,6.0,6.0,0.0,7.0,6.0,3.0,2.0,Completed,2.1,1.66,2.0,1.75,1.833,1.833,1.909,1.8,2.03,1.75
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Chiudinelli M.,Starace P.,161,92.0,386,665.0,7.0,6.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,Completed,1.57,2.25,1.65,2.15,1.61,2.2,1.62,2.2,1.64,2.2
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Kindlmann D.,8,222.0,3655,258.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.01,15.0,1.03,10.5,1.03,10.0,1.03,10.0,1.03,12.0
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Soderling R.,Montanes A.,12,48.0,2665,991.0,6.0,1.0,3.0,6.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,1.02,12.0,1.02,11.5,1.03,10.0,1.05,8.0,1.06,9.0
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Hanescu V.,55,29.0,914,1346.0,6.0,1.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.57,2.25,1.6,2.25,1.61,2.2,1.571,2.25,1.72,2.08
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Ilhan M.,Rochus C.,231,72.0,243,799.0,3.0,6.0,6.0,3.0,3.0,6.0,7.0,5.0,7.0,5.0,3.0,2.0,Completed,1.72,2.0,1.8,1.95,1.8,1.909,1.73,2.0,1.76,2.02
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Young D.,15,185.0,2165,336.0,6.0,4.0,3.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.16,4.5,1.2,4.3,1.25,3.75,1.222,3.75,1.23,4.0
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Britton D.,1,1370.0,12040,4.0,6.0,1.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.001,51.0,1.01,19.0,1.001,41.0,1.0,34.0,1.01,50.0
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Devvarman S.,Gil F.,162,106.0,386,595.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,2.25,1.57,2.1,1.7,1.833,1.833,2.1,1.67,2.2,1.64
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Falla A.,21,160.0,1760,386.0,7.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.11,6.0,1.1,6.75,1.125,5.5,1.1,6.0,1.12,6.0
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Kendrick R.,Vassallo-Arguello M.,77,52.0,747,973.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.14,5.0,1.15,5.2,1.167,4.5,1.17,4.5,1.2,4.35
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Kunitsyn I.,90,42.0,678,1098.0,6.0,3.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,2.25,1.57,2.1,1.7,2.2,1.615,2.25,1.571,2.2,1.64
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Ramirez-Hidalgo R.,23,115.0,1520,551.0,6.0,1.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.05,9.0,1.09,6.68,1.083,7.0,1.071,8.0,1.14,5.5
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Alves T.,32,107.0,1285,592.0,6.0,0.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.01,15.0,1.04,12.0,1.02,11.0,1.04,9.0,1.04,11.0
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Seppi A.,24,49.0,1510,990.0,6.0,0.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.5,2.5,1.5,2.45,1.533,2.375,1.53,2.38,1.62,2.24
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Gicquel M.,Tursunov D.,81,36.0,729,1230.0,6.0,2.0,5.0,7.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.4,2.75,1.42,2.75,1.444,2.625,1.44,2.63,1.44,2.7
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Hernandez O.,137,83.0,467,720.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.2,4.33,1.22,3.99,1.286,3.5,1.29,3.25,1.32,3.25
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Mayer L.,Golubev A.,59,56.0,879,901.0,6.0,4.0,4.0,6.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.0,1.4,2.85,1.444,2.625,1.4,2.75,1.47,2.6
ATP,2009,49,New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Bolelli S.,16,67.0,2000,816.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.3,3.4,1.35,3.1,1.33,3.25,1.25,3.5,1.3,3.4
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Phau B.,5,84.0,5720,719.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,15.0,1.01,15.87,1.015,13.0,1.013,15.0,1.02,15.0
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Buchanan C.,7,920.0,3920,16.0,6.0,0.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.005,21.0,1.01,16.0,1.013,15.0,1.013,11.0,1.02,13.0
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Witten J.,Andreev I.,276,30.0,197,1330.0,6.0,4.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,7.0,1.08,5.5,1.13,5.5,1.125,6.0,1.1,6.0,1.12
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez M.,Beck K.,79,94.0,739,654.0,2.0,6.0,1.0,6.0,6.0,1.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,3.25,1.33,3.01,1.35,3.0,1.364,2.75,1.4,3.2,1.33
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Fognini F.,54,73.0,924,785.0,7.0,5.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.61,2.2,1.65,2.15,1.833,1.833,1.571,2.25,1.75,2.03
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Cipolla F.,43,117.0,1079,537.0,4.0,6.0,6.0,1.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.14,5.0,1.2,4.25,1.2,4.333,1.222,3.75,1.2,4.35
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Becker B.,10,45.0,3220,1054.0,7.0,5.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.05,9.0,1.06,7.79,1.071,7.5,1.05,8.0,1.05,6.7
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Zeballos H.,Berrer M.,76,120.0,750,521.0,6.0,3.0,7.0,6.0,3.0,6.0,6.0,0.0,,,3.0,1.0,Completed,1.57,2.25,1.55,2.35,1.61,2.2,1.571,2.25,1.6,2.28
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Luczak P.,31,78.0,1320,744.0,6.0,3.0,6.0,3.0,1.0,6.0,2.0,6.0,6.0,1.0,3.0,2.0,Completed,1.66,2.1,1.77,1.98,1.833,1.833,1.83,1.83,1.82,1.94
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Odesnik W.,18,86.0,1945,694.0,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.2,1.125,5.5,1.125,5.5,1.16,5.0
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Evans B.,108,121.0,587,514.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.5,2.5,1.55,2.35,1.533,2.375,1.571,2.25,1.62,2.24
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Sweeting R.,17,141.0,1985,458.0,7.0,6.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.07,7.5,1.1,6.75,1.08,7.0,1.083,6.5,1.1,6.7
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Ouanna J.,Ram R.,103,114.0,623,554.0,7.0,6.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.5,1.5,2.35,1.55,2.25,1.571,2.25,1.571,2.38,1.55
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Serra F.,Tipsarevic J.,61,64.0,866,855.0,7.0,6.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,2.25,1.57,2.1,1.7,2.2,1.61,2.2,1.62,2.13,1.68
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Massu N.,11,89.0,2825,678.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.07,7.5,1.09,6.68,1.08,7.0,1.071,7.0,1.09,7.0
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Ljubicic I.,4,51.0,7660,976.0,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.04,10.0,1.05,8.5,1.04,9.0,1.05,8.0,1.06,9.0
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Levine J.,Gabashvili T.,135,74.0,470,769.0,7.0,5.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.61,2.2,1.6,2.3,1.72,2.0,1.667,2.1,1.65,2.2
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Capdeville P.,Crivoi V.,87,96.0,685,640.0,6.0,3.0,6.0,0.0,7.0,6.0,,,,,3.0,0.0,Completed,1.28,3.5,1.25,3.73,1.286,3.5,1.333,3.0,1.3,3.4
ATP,2009,49,New York,US Open,2009-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Wawrinka S.,163,20.0,383,1845.0,4.0,6.0,3.0,6.0,7.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,6.5,1.1,6.33,1.1,5.5,1.125,5.0,1.143,6.7,1.1
