Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Coria G.,Moodie W.,3.0,106.0,6.0,4.0,6.0,7.0,6,3.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.5,2.5,1.6,2.3,1.48,2.53,1.45,2.2,1.571,2.55
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Rusedski G.,Sanguinetti D.,165.0,112.0,7.0,5.0,4.0,6.0,6,2.0,6.0,2.0,,,3.0,1.0,Completed,1.2,4.333,1.18,4.5,1.2,4.25,1.15,3.8,1.235,4.6
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Andreev I.,van Lottum J.,64.0,115.0,2.0,6.0,6.0,2.0,6,0.0,6.0,3.0,,,3.0,1.0,Completed,1.25,3.75,1.28,3.5,1.25,3.74,1.25,3.0,1.282,4.0
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Johansson J.,Fish M.,43.0,20.0,6.0,7.0,6.0,3.0,6,4.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,2.45,1.53,2.25,1.6,2.2,1.45,2.54,1.575
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrero J.C.,Koubek S.,5.0,95.0,4.0,6.0,7.0,5.0,5,7.0,7.0,6.0,8.0,6.0,3.0,2.0,Completed,1.167,4.5,1.2,4.3,1.25,3.75,1.2,3.3,1.238,4.6
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Saulnier C.,22.0,83.0,3.0,6.0,6.0,3.0,6,4.0,6.0,7.0,8.0,6.0,3.0,2.0,Completed,1.5,2.5,1.57,2.35,1.56,2.34,1.4,2.3,1.559,2.59
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Moya C.,Stepanek R.,7.0,67.0,6.0,4.0,6.0,4.0,6,7.0,7.0,5.0,,,3.0,1.0,Completed,1.533,2.375,1.53,2.4,1.65,2.15,1.5,2.1,1.649,2.34
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Ginepri R.,Verdasco F.,34.0,40.0,6.0,7.0,6.0,4.0,6,4.0,6.0,3.0,,,3.0,1.0,Completed,1.833,1.833,1.88,1.88,1.8,1.95,1.6,1.9,1.901,1.917
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Ivanisevic G.,Volandri F.,415.0,52.0,4.0,6.0,7.0,6.0,1,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.364,3.0,1.33,3.2,1.32,3.22,1.4,2.3,1.357,3.4
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Hewitt L.,Labadze I.,10.0,45.0,6.0,4.0,6.0,4.0,6,1.0,,,,,3.0,0.0,Completed,1.071,7.5,1.06,8.0,1.1,6.75,1.05,5.0,1.108,8.0
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Johansson T.,Santoro F.,123.0,53.0,7.0,5.0,6.0,2.0,6,1.0,,,,,3.0,0.0,Completed,1.3,3.4,1.3,3.4,1.28,3.46,1.2,3.3,1.357,3.4
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Grosjean S.,Carraz G.,13.0,69.0,6.0,1.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,1.125,5.5,1.16,5.0,1.13,5.5,1.1,4.5,1.154,6.0
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Falla A.,1.0,138.0,6.0,1.0,6.0,2.0,6,0.0,,,,,3.0,0.0,Completed,1.01,12.0,1.01,13.0,1.04,9.25,1.02,7.0,1.022,33.5
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Tursunov D.,Sargsian S.,70.0,48.0,6.0,3.0,7.0,6.0,3,6.0,4.0,6.0,15.0,13.0,3.0,2.0,Completed,2.25,1.571,2.35,1.57,2.15,1.65,2.1,1.5,2.29,1.671
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Gambill J.M.,Bracciali D.,84.0,218.0,6.0,7.0,7.0,6.0,6,3.0,6.0,2.0,,,3.0,1.0,Completed,1.28,3.5,1.25,3.75,1.28,3.46,1.25,3.0,1.299,3.8
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Bjorkman J.,Lu Y.H.,27.0,101.0,6.0,4.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,1.286,3.5,1.25,3.75,1.25,3.75,1.25,3.0,1.25,4.35
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Roddick A.,Peya A.,2.0,128.0,6.0,3.0,7.0,6.0,6,4.0,,,,,3.0,0.0,Completed,1.01,13.0,1.02,12.0,1.03,9.75,1.02,7.0,1.025,26.0
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Ferreira W.,Kucera K.,82.0,76.0,7.0,6.0,6.0,3.0,6,1.0,,,,,3.0,0.0,Completed,2.0,1.727,2.1,1.7,1.9,1.85,2.2,1.45,2.13,1.775
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Hrbaty D.,Hilton M.,25.0,479.0,7.0,5.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.364,3.0,1.45,2.65,1.45,2.6,1.4,2.3,1.543,2.64
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Ancic M.,Benneteau J.,63.0,80.0,4.0,6.0,7.0,6.0,6,2.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,1.222,4.0,1.28,3.5,1.3,3.35,1.25,3.0,1.238,4.55
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Dent T.,Pescosolido S.,31.0,143.0,6.0,3.0,6.0,3.0,7,6.0,,,,,3.0,0.0,Completed,1.111,6.0,1.12,5.75,1.11,5.84,1.15,3.8,1.118,7.75
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Popp A.,Montanes A.,90.0,78.0,6.0,1.0,6.0,0.0,6,1.0,,,,,3.0,0.0,Completed,1.167,4.5,1.15,5.15,1.13,5.5,1.1,4.5,1.187,5.25
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Carlsen K.,Pavel A.,103.0,21.0,7.0,6.0,6.0,4.0,6,3.0,,,,,3.0,0.0,Completed,3.0,1.364,3.5,1.28,3.6,1.25,3.3,1.2,3.4,1.357
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Mayer F.,Coria G.,66.0,3.0,4.0,6.0,6.0,3.0,6,3.0,6.0,4.0,,,3.0,1.0,Completed,2.625,1.444,2.35,1.57,2.53,1.48,2.5,1.35,2.65,1.541
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Henman T.,Heuberger I.,6.0,137.0,7.0,5.0,6.0,3.0,6,2.0,,,,,3.0,0.0,Completed,1.05,8.5,1.07,7.5,1.07,7.19,1.05,5.0,1.077,11.0
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Malisse X.,Haas T.,51.0,100.0,3.0,6.0,6.0,3.0,6,2.0,6.0,4.0,,,3.0,1.0,Completed,1.909,1.8,1.83,1.93,1.87,1.87,1.9,1.6,1.84,2.03
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Gonzalez F.,Andreev I.,26.0,64.0,7.0,5.0,6.0,3.0,5,7.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,2.5,1.5,2.4,1.55,2.3,1.6,2.0,1.55,2.4,1.633
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Arazi H.,Ferrer D.,39.0,49.0,6.0,7.0,6.0,4.0,6,3.0,7.0,6.0,,,3.0,1.0,Completed,1.4,2.75,1.45,2.65,1.48,2.53,1.4,2.3,1.592,2.5
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Philippoussis M.,Verkerk M.,17.0,56.0,4.0,6.0,6.0,3.0,7,6.0,7.0,5.0,,,3.0,1.0,Completed,1.364,3.0,1.35,3.1,1.35,3.1,1.3,2.7,1.417,3.1
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Beck K.,Robredo T.,71.0,19.0,6.0,3.0,6.0,2.0,7,6.0,,,,,3.0,0.0,Completed,2.1,1.667,2.05,1.72,2.25,1.6,1.9,1.6,2.33,1.662
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Enqvist T.,Chela J.I.,57.0,18.0,6.0,3.0,6.0,7.0,6,1.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.571,2.25,1.6,2.25,1.6,2.25,1.65,1.85,1.699,2.26
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Spadea V.,Mantilla F.,30.0,127.0,6.0,1.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,1.4,2.75,1.4,2.85,1.38,2.88,1.25,3.0,1.476,2.87
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Schalken S.,Martin T.,23.0,72.0,6.0,3.0,6.0,2.0,4,6.0,6.0,3.0,,,3.0,1.0,Completed,1.667,2.1,1.7,2.1,1.58,2.28,1.5,2.1,1.73,2.2
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Karlovic I.,Elseneer G.,62.0,99.0,6.0,4.0,6.0,4.0,3,6.0,7.0,6.0,,,3.0,1.0,Completed,1.4,2.75,1.36,3.0,1.35,3.1,1.3,2.7,1.313,3.7
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Schuettler R.,Rusedski G.,8.0,165.0,6.0,7.0,7.0,6.0,6,7.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.833,1.833,1.9,1.85,1.85,1.9,1.75,1.75,1.862,2.0
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Moya C.,Tursunov D.,7.0,70.0,6.0,1.0,6.0,4.0,7,5.0,,,,,3.0,0.0,Completed,1.364,3.0,1.35,3.1,1.42,2.75,1.4,2.3,1.412,3.13
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Grosjean S.,Gambill J.M.,13.0,84.0,7.0,6.0,6.0,3.0,6,2.0,,,,,3.0,0.0,Completed,1.25,3.75,1.25,3.75,1.2,4.25,1.25,3.0,1.235,4.65
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Hewitt L.,Ivanisevic G.,10.0,415.0,6.0,2.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,1.167,4.5,1.17,4.85,1.11,5.84,1.1,4.5,1.182,5.25
ATP,2004,35,London,Wimbledon,2004-06-25,Grand Slam,Outdoor,Grass,3rd Round,5,Ginepri R.,Ferrero J.C.,34.0,5.0,6.0,3.0,6.0,4.0,6,1.0,,,,,3.0,0.0,Completed,1.8,1.909,1.76,2.0,1.8,1.95,1.6,1.9,1.813,2.07
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Mayer F.,Ferreira W.,66.0,82.0,4.0,6.0,6.0,4.0,6,1.0,6.0,4.0,,,3.0,1.0,Completed,2.2,1.615,2.15,1.67,2.1,1.7,2.0,1.55,2.35,1.654
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Johansson J.,Bjorkman J.,43.0,27.0,6.0,7.0,7.0,6.0,7,6.0,6.0,3.0,,,3.0,1.0,Completed,1.833,1.833,1.88,1.88,1.83,1.91,1.8,1.7,1.781,2.12
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Karlovic I.,Lopez F.,62.0,22.0,7.0,6.0,7.0,6.0,6,7.0,7.0,5.0,,,3.0,1.0,Completed,1.8,1.909,1.67,2.15,1.75,2.05,1.75,1.75,1.73,2.2
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Johansson T.,1.0,123.0,6.0,3.0,6.0,4.0,6,3.0,,,,,3.0,0.0,Completed,1.05,9.0,1.08,7.0,1.06,7.79,1.05,5.0,1.067,13.0
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Ancic M.,Hrbaty D.,63.0,25.0,7.0,5.0,6.0,3.0,7,5.0,,,,,3.0,0.0,Completed,1.333,3.25,1.33,3.2,1.3,3.35,1.35,2.5,1.351,3.45
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Schalken S.,Enqvist T.,23.0,57.0,5.0,7.0,6.0,2.0,3,6.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.4,2.75,1.42,2.75,1.45,2.6,1.3,2.7,1.435,3.05
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Spadea V.,Schuettler R.,30.0,8.0,6.0,4.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,2.625,1.444,2.4,1.55,2.35,1.55,2.0,1.55,2.57,1.568
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Malisse X.,Beck K.,51.0,71.0,6.0,3.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,1.5,2.5,1.55,2.4,1.55,2.35,1.35,2.5,1.541,2.65
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Roddick A.,Dent T.,2.0,31.0,6.0,3.0,7.0,6.0,7,6.0,,,,,3.0,0.0,Completed,1.143,5.0,1.2,4.3,1.21,4.06,1.2,3.3,1.235,4.6
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Philippoussis M.,Gonzalez F.,17.0,26.0,6.0,4.0,6.0,1.0,6,7.0,7.0,5.0,,,3.0,1.0,Completed,1.25,3.75,1.3,3.4,1.28,3.46,1.25,3.0,1.345,3.5
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Popp A.,Carlsen K.,90.0,103.0,7.0,5.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,1.4,2.75,1.42,2.75,1.4,2.85,1.4,2.3,1.455,2.95
ATP,2004,35,London,Wimbledon,2004-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Henman T.,Arazi H.,6.0,39.0,7.0,6.0,6.0,4.0,3,6.0,6.0,2.0,,,3.0,1.0,Completed,1.125,5.5,1.18,4.65,1.15,5.2,1.15,3.8,1.19,5.25
ATP,2004,35,London,Wimbledon,2004-06-28,Grand Slam,Outdoor,Grass,4th Round,5,Grosjean S.,Ginepri R.,13.0,34.0,6.0,2.0,6.0,2.0,7,6.0,,,,,3.0,0.0,Completed,1.364,3.0,1.33,3.2,1.37,2.92,1.3,2.7,1.377,3.3
ATP,2004,35,London,Wimbledon,2004-06-28,Grand Slam,Outdoor,Grass,4th Round,5,Mayer F.,Johansson J.,66.0,43.0,6.0,3.0,6.0,7.0,7,6.0,6.0,4.0,,,3.0,1.0,Completed,2.375,1.533,2.5,1.53,2.6,1.45,2.3,1.45,2.9,1.465
ATP,2004,35,London,Wimbledon,2004-06-28,Grand Slam,Outdoor,Grass,4th Round,3,Schalken S.,Spadea V.,23.0,30.0,6.0,2.0,7.0,5.0,3,6.0,6.0,2.0,,,3.0,1.0,Completed,1.571,2.25,1.6,2.3,1.7,2.1,1.7,1.9,1.714,2.23
ATP,2004,35,London,Wimbledon,2004-06-28,Grand Slam,Outdoor,Grass,4th Round,5,Hewitt L.,Moya C.,10.0,7.0,6.0,4.0,6.0,2.0,4,6.0,7.0,6.0,,,3.0,1.0,Completed,1.3,3.4,1.33,3.3,1.28,3.46,1.4,2.3,1.351,3.45
ATP,2004,35,London,Wimbledon,2004-06-28,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Karlovic I.,1.0,62.0,6.0,3.0,7.0,6.0,7,6.0,,,,,3.0,0.0,Completed,1.05,9.0,1.07,8.0,1.07,7.19,1.05,6.0,1.093,9.25
ATP,2004,35,London,Wimbledon,2004-06-28,Grand Slam,Outdoor,Grass,4th Round,5,Ancic M.,Malisse X.,63.0,51.0,7.0,5.0,3.0,1.0,,,,,,,1.0,0.0,Retired,1.8,1.909,1.92,1.88,1.87,1.87,1.95,1.65,1.926,1.926
ATP,2004,35,London,Wimbledon,2004-06-28,Grand Slam,Outdoor,Grass,4th Round,5,Roddick A.,Popp A.,2.0,90.0,7.0,5.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,1.1,6.5,1.11,6.5,1.13,5.5,1.15,4.0,1.144,6.45
ATP,2004,35,London,Wimbledon,2004-06-28,Grand Slam,Outdoor,Grass,4th Round,5,Henman T.,Philippoussis M.,6.0,17.0,6.0,2.0,7.0,5.0,6,7.0,7.0,6.0,,,3.0,1.0,Completed,1.667,2.1,1.78,2.0,1.7,2.1,1.55,2.1,1.855,2.01
ATP,2004,35,London,Wimbledon,2004-06-30,Grand Slam,Outdoor,Grass,Quarterfinals,5,Ancic M.,Henman T.,63.0,6.0,7.0,6.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,3.5,1.333,3.3,1.33,3.4,1.32,2.9,1.3,3.3,1.377
ATP,2004,35,London,Wimbledon,2004-06-30,Grand Slam,Outdoor,Grass,Quarterfinals,5,Roddick A.,Schalken S.,2.0,23.0,7.0,6.0,7.0,6.0,6,3.0,,,,,3.0,0.0,Completed,1.111,6.5,1.12,6.25,1.12,6.35,1.05,6.0,1.114,7.85
ATP,2004,35,London,Wimbledon,2004-06-30,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Hewitt L.,1.0,10.0,6.0,1.0,6.0,7.0,6,0.0,6.0,4.0,,,3.0,1.0,Completed,1.182,5.0,1.05,8.0,1.2,4.65,1.15,4.0,1.215,4.9
ATP,2004,35,London,Wimbledon,2004-06-30,Grand Slam,Outdoor,Grass,Quarterfinals,5,Grosjean S.,Mayer F.,13.0,66.0,7.0,5.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.25,4.0,1.25,4.0,1.27,3.81,1.25,3.2,1.303,3.8
ATP,2004,35,London,Wimbledon,2004-07-02,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Grosjean S.,1.0,13.0,6.0,2.0,6.0,3.0,7,6.0,,,,,3.0,0.0,Completed,1.1,7.0,1.13,6.0,1.14,6.01,1.1,5.0,1.113,8.05
ATP,2004,35,London,Wimbledon,2004-07-02,Grand Slam,Outdoor,Grass,Semifinals,5,Roddick A.,Ancic M.,2.0,63.0,6.0,4.0,4.0,6.0,7,5.0,7.0,5.0,,,3.0,1.0,Completed,1.25,4.0,1.25,3.9,1.28,3.73,1.25,3.2,1.308,3.85
ATP,2004,35,London,Wimbledon,2004-07-04,Grand Slam,Outdoor,Grass,The Final,5,Federer R.,Roddick A.,1.0,2.0,4.0,6.0,7.0,5.0,7,6.0,6.0,4.0,,,3.0,1.0,Completed,1.25,3.75,1.25,4.0,1.27,4.13,1.25,3.2,1.289,4.06
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Baker B.,4.0,179.0,6.0,7.0,6.0,4.0,6,4.0,6.0,2.0,,,3.0,1.0,Completed,1.04,9.0,1.05,9.0,1.04,9.25,1.05,5.0,1.059,14.0
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Saulnier C.,Rusedski G.,62.0,91.0,6.0,4.0,3.0,6.0,6,1.0,3.0,6.0,7.0,6.0,3.0,2.0,Completed,1.909,1.8,1.95,1.81,1.87,1.87,1.75,1.75,1.87,1.952
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Stepanek R.,26.0,69.0,7.0,5.0,6.0,1.0,6,3.0,,,,,3.0,0.0,Completed,1.533,2.375,1.45,2.65,1.45,2.6,1.35,2.5,1.435,3.0
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Mutis O.,240.0,116.0,2.0,6.0,6.0,2.0,6,1.0,7.0,5.0,,,3.0,1.0,Completed,1.8,1.9,1.7,2.1,1.63,2.2,1.65,1.85,,
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Delic A.,Tipsarevic J.,245.0,115.0,6.0,1.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,2.75,1.4,2.3,1.6,2.75,1.42,2.2,1.45,,
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Costa A.,1.0,44.0,7.0,5.0,6.0,2.0,6,4.0,,,,,3.0,0.0,Completed,1.03,10.0,1.05,9.0,1.04,9.25,1.05,5.0,1.042,18.0
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Kiefer N.,Mahut N.,20.0,124.0,6.0,3.0,7.0,5.0,6,2.0,,,,,3.0,0.0,Completed,1.167,4.5,1.14,5.4,1.14,5.19,1.2,3.3,1.157,5.85
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Calatrava A.,Bogdanovic A.,106.0,206.0,6.0,3.0,3.0,6.0,4,6.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,2.25,1.571,2.55,1.5,2.45,1.5,2.0,1.55,2.56,1.568
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Ancic M.,100.0,29.0,7.0,5.0,6.0,2.0,7,6.0,,,,,3.0,0.0,Completed,2.625,1.444,2.7,1.45,2.6,1.45,2.3,1.4,2.7,1.526
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Andreev I.,36.0,50.0,6.0,3.0,6.0,4.0,4,6.0,2.0,6.0,7.0,5.0,3.0,2.0,Completed,2.1,1.667,1.97,1.8,2.05,1.75,1.75,1.75,2.08,1.781
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Ferrer D.,28.0,55.0,7.0,5.0,6.0,3.0,6,2.0,,,,,3.0,0.0,Completed,1.143,5.0,1.12,5.85,1.15,5.2,1.1,4.5,1.138,6.5
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Tabara M.,Mirnyi M.,149.0,65.0,6.0,4.0,3.0,6.0,6,4.0,6.0,4.0,,,3.0,1.0,Completed,5.0,1.143,5.4,1.14,3.89,1.23,3.8,1.15,4.75,1.222
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Pavel A.,Nieminen J.,18.0,71.0,6.0,3.0,7.0,5.0,6,7.0,6.0,3.0,,,3.0,1.0,Completed,1.727,2.0,1.86,1.9,1.99,1.76,1.5,2.1,1.917,1.901
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Kucera K.,Malisse X.,118.0,43.0,6.0,1.0,1.0,6.0,1,6.0,6.0,4.0,6.0,1.0,3.0,2.0,Completed,3.0,1.364,2.85,1.4,2.92,1.37,2.5,1.35,3.06,1.424
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Elsner D.,61.0,123.0,7.0,6.0,6.0,4.0,6,3.0,,,,,3.0,0.0,Completed,1.333,3.25,1.36,3.05,1.32,3.22,1.25,3.0,1.356,3.41
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Starace P.,Popp A.,93.0,81.0,1.0,6.0,6.0,3.0,6,4.0,6.0,3.0,,,3.0,1.0,Completed,1.83,1.83,1.7,2.1,1.75,2.05,1.6,1.9,,
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,El Aynaoui Y.,22.0,80.0,6.0,1.0,2.0,1.0,,,,,,,1.0,0.0,Retired,1.111,6.0,1.11,6.25,1.1,5.85,1.1,4.5,1.16,5.75
ATP,2004,50,New York,US Open,2004-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Mathieu P.H.,Sluiter R.,88.0,94.0,6.0,2.0,7.0,6.0,7,6.0,,,,,3.0,0.0,Completed,1.909,1.8,1.9,1.86,1.87,1.87,1.85,1.65,1.952,1.87
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Corretja A.,54.0,92.0,2.0,6.0,6.0,4.0,6,0.0,6.0,1.0,,,3.0,1.0,Completed,1.615,2.2,1.53,2.45,1.5,2.45,1.5,2.1,1.581,2.52
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Gaudio G.,Monaco J.,10.0,82.0,7.0,6.0,4.0,6.0,6,3.0,6.0,2.0,,,3.0,1.0,Completed,1.533,2.375,1.53,2.45,1.55,2.35,1.5,2.1,1.559,2.59
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Golmard J.,Labadze I.,339.0,46.0,7.0,6.0,,,,,,,,,1.0,0.0,Retired,,,,,,,,,,
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Martin T.,34.0,96.0,4.0,6.0,6.0,4.0,6,4.0,7.0,5.0,,,3.0,1.0,Completed,1.667,2.1,1.86,1.9,1.75,2.0,1.7,1.8,1.833,2.0
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Ginepri R.,7.0,47.0,7.0,6.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.2,4.333,1.16,5.0,1.15,5.2,1.15,3.8,1.2,5.0
ATP,2004,50,New York,US Open,2004-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Henman T.,Karlovic I.,6.0,52.0,7.0,6.0,6.0,7.0,4,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.444,2.625,1.6,2.3,1.6,2.25,1.35,2.5,1.588,2.5
